company,source,title,desc,date,link,investing_in_solarparks
Enviria,azonline.de,Der Solar-Pionier mit dem Mega-Deal,Billerbeck. An die Anfänge denkt er immer gerne zurück. „Mein erstes Projekt war damals die Solaranlage auf dem Bauernhof meiner Eltern...,28 Mar 2024,https://www.azonline.de/lokales/billerbeck/der-solar-pionier-mit-dem-mega-deal-2947307,False
Enviria,IWR,Blackrock investiert in deutsches Solar-Startup - Gewerbliche Immobilien im Fokus,Frankfurt – In Deutschland sind Schätzungen zufolge erst 10 Prozent der geeigneten Firmendächer mit einer Solaranlage ausgestattet.,4 Mar 2024,https://www.iwr.de/news/blackrock-investiert-in-deutsches-solar-startup-gewerbliche-immobilien-im-fokus-news38592,False
Enviria,OTS.at,"ENVIRIA, Deutschlands führendes Solarunternehmen für Gewerbe und Industrie sichert sich eine Investition von ...","ENVIRIA, ein deutschlandweit führender Anbieter von dezentralen Energielösungen für Gewerbe und Industrie (C&I), hat mit BlackRock eine...",29 Feb 2024,https://www.ots.at/presseaussendung/OTS_20240229_OTS0062/enviria-deutschlands-fuehrendes-solarunternehmen-fuer-gewerbe-und-industrie-sichert-sich-eine-investition-von-blackrock-in-hoehe-von-ueber-200-millionen-usd,False
Enviria,Silicon Canals,"Das deutsche Unternehmen ENVIRIA sichert sich über 185 Millionen Euro von BlackRock, um Unternehmen beim Zugang zu erneuerbaren Energien zu unterstützen ecosystem","ENVIRIA mit Sitz in Frankfurt, ein Anbieter dezentraler Energielösungen für Gewerbe und Industrie (C&I), hat sich eine Kapitalbeteiligung in...",29 Feb 2024,https://siliconcanals.com/de/enviria-secures-over-185m/,False
Enviria,www.photovoltaik.eu,Galileo verkauft Anteile an Enviria an Blackrock,Galileo hatte Enviria seit November 2021 als erster Großinvestor finanziert. Nun übernimmt Blackrock die Anteile im C&I-Geschäft und baut...,5 Mar 2024,https://www.photovoltaik.eu/solarparks/galileo-verkauft-anteile-enviria-blackrock,False
Enviria,EnergyWatch,Galileo Green Energy forms solar joint venture,Pan-European developer Galileo Green Energy has teamed up with German solar startup Enviria to set up a new joint venture named Galileo...,25 Nov 2022,https://energywatch.com/EnergyNews/Renewables/article14629493.ece,False
Enviria,pv Europe,Enviria and Q Energy to build 500 megawatts of solar park capacity in Germany,The two companies will build more than 30 solar power plants with a total capacity of 500 megawatts in Germany. Enviria is contributing the...,13 Jul 2022,https://www.pveurope.eu/solar-parks/solar-parks-enviria-and-q-energy-build-500-megawatts-solar-park-capacity-germany,True
Enviria,Startup Insider,"Solar-Startup Enviria erhält 22,5 Mio. Euro in Serie A (Frankfurt • EPC • Renewable Energy)","Interview mit Schulze Brock, Founder und CEO von Enviria In der Mittagsfolge sprechen wir heute mit Melchior Schulze Brock, Founder und CEO...",6 Jul 2022,https://www.startup-insider.com/podcast/solar-startup-enviria-erhalt-225-mio-euro-in-serie-a-fran,False
Enviria,IPE Real Assets,BlackRock injects $200m into German solar firm Enviria,German commercial and industrial (C&I) solar company Enviria has secured a $200m (€184.6m) investment from a fund managed by BlackRock's...,29 Feb 2024,https://realassets.ipe.com/news/blackrock-injects-200m-into-german-solar-firm-enviria/10071918.article,False
Enviria,pv magazine Deutschland,Mit 200 Millionen-Dollar-Investition übernimmt Blackrock die Anteile von Galileo an Enviria,"Wenige Tage nach Bekanntwerden der 200 Millionen-Dollar-Beteiligung, die das US-amerikanische Investment-Unternehmen Blackrock im Zuge einer...",5 Mar 2024,https://www.pv-magazine.de/2024/03/05/nach-200-millionen-euro-investition-uebernimmt-blackrock-die-anteile-von-galileo-an-enviria/,False
Enviria,IWR,Bau von PV-Dachanlagen: Enviria sichert sich Millionen-Brückenfinanzierung für Wachstumskurs,Frankfurt am Main - Das Unternehmen Enviria ist als Komplettanbieter auf dem B2B-Sektor für erneuerbare Energien spezialisiert.,2 Feb 2023,https://www.iwr.de/ticker/bau-von-pv-dachanlagen-enviria-sichert-sich-millionen-brueckenfinanzierung-fuer-wachstumskurs-artikel5134,False
Enviria,Ruhr Nachrichten,RN+ Neuer Solarpark für Werne geplant: Politik hat Bauchschmerzen bei Energie-Projekt,An der A1 in Werne-Stockum möchte das Unternehmen Enviria einen PV-Park errichten. Das sorgt aber nicht bei allen Entscheidungsträgern für...,18 Apr 2024,https://www.ruhrnachrichten.de/werne/solarpark-werne-freiflaechen-photovoltaik-politik-plaene-energie-projekt-w869578-2001176476/,True
Enviria,Märkische Allgemeine Zeitung,Enviria hält an Solarpark Marzahne fest,Das Landschaftsbild nordöstlich von Marzahne könnte sich in Zukunft dramatisch verändern. Ein Investor plant einen Solarpark.,15 Nov 2023,https://www.maz-online.de/lokales/brandenburg-havel/enviria-haelt-an-solarpark-marzahne-fest-VLBCT2G3JRCLNDUZF5VXGUXEPU.html,True
Enviria,Freie Presse,Ein 100 Fußballfelder großer Solarpark links und rechts der Staatsstraße: Was bleibt im Dorf für die Landwirtschaft?,"Während in Grünlichtenberg demnächst wohl ein Bürgerentscheid ansteht, laufen in Hainichen die Planungen für einen doppelt so großen...",8 Nov 2023,https://www.freiepresse.de/mittelsachsen/mittweida/ein-100-fussballfelder-grosser-solarpark-links-und-rechts-der-staatsstrasse-was-bleibt-im-dorf-fuer-die-landwirtschaft-artikel13119354,True
Enviria,Bernau LIVE,Präsentation des geplanten Solarparks in Ladeburg erhitzt die Gemüter,Bernau / Ladeburg: Am vergangenen Mittwoch lud die ENVIRIA Energy Holding GmbH gemeinsam mit dem Ladeburger Ortsbeirat zu einer...,27 May 2022,https://bernau-live.de/strom-energie/praesentation-des-geplanten-solarparks-in-ladeburg-erhitzt-die-gemueter,True
Enviria,Manager Magazin,Aktie schießt hoch: Investor KKR interessiert sich für Solarparkbetreiber Encavis,Zwischen dem US-Investor KKR und dem Wind- und Solarparkbetreiber Encavis gibt es Gespräche über einen Einstieg.,7 Mar 2024,https://www.manager-magazin.de/unternehmen/encavis-ag-kohlberg-kravis-roberts-co-interessiert-sich-fuer-solarparkfirma-aktie-schiesst-hoch-a-a468ea23-f1b3-4487-a8b2-5efb7c857c52,True
Enviria,Volksstimme,Solar in der Altmark: Sonne bringt Geld: Einwohner wollen Solar-Park bei Tangerhütte,Der Start für das 69-Hektar-Solarprojekt in Schönwalde bei Tangerhütte war kein einfacher. Der Ortsbürgermeister war im Zuge der...,17 Mar 2023,https://www.volksstimme.de/lokal/tangerhuette/sonne-bringt-geld-einwohner-wollen-solar-park-bei-tangerhutte-3568923,False
Enviria,Volksstimme,Freiflächen-Photovoltaik: Rücktritt in Tangerhütte: Große Solarpark-Pläne sorgen für Auseinandersetzungen,Rund um Tangerhütte herrscht Goldgräberstimmung bei den Solarpark-Erbauern. Doch es wird kontrovers diskutiert. Nicht alle Einwohner sind...,10 Nov 2022,https://www.volksstimme.de/lokal/tangerhuette/rucktritt-in-tangerhutte-grosse-solarpark-plane-sorgen-fur-auseinandersetzungen-3479675,True
Enviria,Bernau LIVE,In Ladeburg soll ein 70 Hektar großer Solarpark entstehen – Infoveranstaltung,Bernau / Ladeburg: Nach den Plänen einiger Grundstücksbesitzer und der Investoren soll im Bernauer Ortsteil Ladeburg ein 70 Hektar großer...,5 May 2022,https://bernau-live.de/nachrichten/bernau/ladeburg/in-ladeburg-soll-ein-70-hektar-grosser-solarpark-entstehen-infoveranstaltung,True
Enviria,Freie Presse,So groß wie 110 Fußballfelder: Plan für Fotovoltaik an der Straße von Hainichen nach Oederan,Es könnte eine der größten Anlagen für Sonnenenergie in ganz Sachsen werden: In Eulendorf ist ein 78 Hektar großer Solarpark auf Agrarland...,26 Apr 2023,https://www.freiepresse.de/mittelsachsen/mittweida/so-gross-wie-110-fussballfelder-plan-fuer-fotovoltaik-an-der-strasse-von-hainichen-nach-oederan-artikel12839457,True
Enviria,Märkische Allgemeine Zeitung,Havelsee wird zum Platz an der Sonne: Solarpark-Investoren stehen Schlange,"Besser als Windräder, sagt eine Mehrheit. Trotzdem wird sich das Landschaftsbild zwischen Briest und Marzahne dramatisch verändern.",5 Dec 2022,https://www.maz-online.de/lokales/potsdam-mittelmark/beetzsee/havelsee-wird-zum-platz-an-der-sonne-solarpark-investoren-stehen-schlange-RNIKIPQY6MBOYGTPJ66GKJHGHA.html,True
Enviria,Edison,Enviria setzt auf Solaranlagen im XXL-Format,Die deutsche Industrie klagt über hohe Strompreise. Dabei könnten viele Firmen den Strom selbst erzeugen - mit PV-Anlagen auf Gewerbebauten.,17 Apr 2024,https://edison.media/energie/enviria-setzt-auf-solaranlagen-im-xxl-format/25246259/,False
Enviria,ESG News,BlackRock Fuels ENVIRIA’s Solar Expansion with $200 Million Investment,BlackRock invests over $200 million in Germany's leading C&I decentralized energy solutions provider to support solar project expansion.,11 Mar 2024,https://esgnews.com/blackrock-fuels-envirias-solar-expansion-with-200-million-investment/,True
Enviria,Münsterland Zeitung,MLZ+ 28 Hektar Solarfarm in Südlohn und Oeding: Das sind die Pläne für das Bauvorhaben,Die Firma Enviria möchte eine 28 Hektar große Solarfarm in Südlohn und Oeding errichten. Die Pläne haben sie nun im Ausschuss der Gemeinde...,8 Dec 2023,https://www.muensterlandzeitung.de/suedlohn/28-hektar-solarfarm-in-suedlohn-und-oeding-das-sind-die-plaene-fuer-das-bauvorhaben-w817002-9000986310/,False
Enviria,WELT,"Enpal, Trawa, Bareways: Die Energiewende-Ideen deutscher Gründer",Strom und Gas sparen ist längst mehr als eine Klimafrage und wird zunehmend wirtschaftlich relevant. Viele Firmen haben es sich zur Aufgabe...,28 Apr 2023,https://www.welt.de/wirtschaft/article244949130/Enpal-Trawa-Bareways-Die-Energiewende-Ideen-deutscher-Gruender.html,False
Enviria,Renewables Now,Weekly renewables M&A round-up (Feb 26-Mar 1),"Renewables Now covered M&A stories about Iberdrola, Shell, Endesa, and others this week. Below is the full list: -- Nordic Solar buys 40-MWp...",1 Mar 2024,https://renewablesnow.com/news/weekly-renewables-ma-round-up-feb-26-mar-1-850274/,False
Enviria,Yahoo Finance Canada,German industry turns to solar in race to cut energy costs,"For months, Philip Matthias tried to convince his father to install solar panels on their company's roof in the eastern German state of...",1 week ago,https://ca.finance.yahoo.com/news/german-industry-turns-solar-race-060233447.html,False
Enviria,Mercomindia.com,"Solar Sector Records 81% Drop in VC Funding in Q1, Corporate Funding Down by 4%","The solar sector secured $8.1 billion in corporate funding through 41 transactions in the first quarter (Q1) of 2024, marking a 4% decrease...",22 Apr 2024,https://mercomindia.com/solar-sector-81-drop-vc-funding-q1-corporate-funding-down,False
Enviria,MOZ.de,Erneuerbare Energien Schönfeld: Investor lockt mit günstigem Strom durch Photovoltaikanlage | MMH,"Auf einer landwirtschaftlichen Fläche bei Schönfeld soll eine Photovoltaik-Freiflächenanlage errichtet werden. Was bietet der Investor an,...",5 Aug 2022,https://www.moz.de/lokales/bernau/erneuerbare-energien-schoenfeld-investor-lockt-mit-guenstigem-strom-durch-photovoltaikanlage-65817297.html,False
Enviria,White & Case LLP,White & Case advises ENVIRIA on capital commitment of over US$200 million from BlackRock,Global law firm White & Case LLP has advised commercial and industrial decentralized energy solutions provider ENVIRIA Energy Holding GmbH...,29 Feb 2024,https://www.whitecase.com/news/press-release/white-case-advises-enviria-capital-commitment-over-us200-million-blackrock,False
Enviria,Presseportal,Pressemitteilung: Enviria und Q ENERGY entwickeln 500 MW PV Pipeline in Deutschland,ENVIRIA und die neu gegründete Q ENERGY entwickeln gemeinsam 500-MW-Photovoltaik-Pipeline in Deutschland. Der Solarenergiespezialist ENVIRIA...,12 Jul 2022,https://www.presseportal.de/pm/163925/5270814,False
Enviria,Aju Press,Hanwha Q Cells and Samsung Electronics propose integrated energy solution to reduce heating costs in Europe,"SEOUL --Hanwha Q Cells, the solar cell-making wing of South Koreas Hanwha Group, will combine its solar power supply system and an...",15 Sept 2022,https://www.ajupress.com/view/20220915140247696,True
Enrego,Energy Central,Energo: German companies to boost Ukraine's renewable energy,German companies are set to play a pivotal role in enhancing Ukraine's renewable energy capacity as the country urgently seeks 5-6 GW of new...,2 weeks ago,https://energycentral.com/news/energo-german-companies-boost-ukraines-renewable-energy,False
Enrego,SeeNews,Bosnia's Energo Cat launches 2 MW solar power plant - report,"Bosnia and Herzegovina-based company Energo Cat put into operation a 2 MW solar power plant in Kruhari, near Sanski Most,...",1 month ago,https://seenews.com/news/bosnias-energo-cat-launches-2-mw-solar-power-plant-report-1257627,True
Enrego,Škoda Storyboard,Škoda Auto: New rooftop photovoltaic systems contribute to carbon-neutral production efforts,"Mladá Boleslav, 31 October 2023 – Škoda Auto is paving the way for carbon-neutral production at its Czech plants by the end of the decade.",31 Oct 2023,https://www.skoda-storyboard.com/en/press-releases/skoda-auto-new-rooftop-photovoltaic-systems-contribute-to-carbon-neutral-production-efforts/,False
Enrego,ET EnergyWorld,New solar systems to help carbon-neutral production efforts of Skoda Auto,"Skoda Auto has partnered with ČEZ ESCO and SKO-ENERGO to install 5,400 photovoltaic modules on its production and logistics buildings in...",1 Nov 2023,https://energy.economictimes.indiatimes.com/news/renewable/new-solar-systems-to-help-carbon-neutral-production-efforts-of-skoda-auto/104873372,False
Enrego,Autocar Professional,Skoda commissions rooftop photovoltaic systems at Mlada Boleslav plant,Solar systems expected to generate over 2 GWh of emission-free electricity annually; new photovoltaic installations part of Skoda's efforts...,2 Nov 2023,https://www.autocarpro.in/news-international/skoda-commissions-rooftop-photovoltaic-systems-at-mlada-boleslav-plant-117599,False
Enrego,Balkan Green Energy News,Herzegovina-Neretva Canton grants concession for 10 solar power plants,"Plavo Sunce is majority-owned by Iva Mamić, daughter of the former head of Croatian football club Dinamo.",2 May 2023,https://balkangreenenergynews.com/herzegovina-neretva-canton-grants-concession-for-10-solar-power-plants/,True
Enrego,Volkswagen Group,Nachhaltigkeit: Natur,Mit der Nachhaltigkeitsstrategie gehen wir über die Emissionsreduktion und -vermeidung hinaus. Das Ziel: Mensch und Natur positiv beeinflussen.,13 Mar 2024,https://www.volkswagen-group.com/de/natur-18174,False
Enrego,WELT,Photovoltaik: Wie Solardachziegel Energie liefern,"Bislang waren Sonnenkollektoren auf deutschen Dächern schwarz und glänzend. Wichtige Häuser, Kirchen, Museen fielen für Fotovoltaik aus.",2 Nov 2023,https://www.welt.de/wissenschaft/plus248220406/Photovoltaik-Wie-Solardachziegel-Energie-liefern.html,False
Enrego,www.energolife.info,The Americans want to create a “solar” park in Chernobyl,The Minister of Ecology and Natural Resources of Ukraine discussed with the head of the Bureau of Energy Resources of the US Department of...,29 Nov 2020,http://www.energolife.info/ua/2016/energy/1719/%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%86%D1%96-%D1%85%D0%BE%D1%87%D1%83%D1%82%D1%8C-%D1%81%D1%82%D0%B2%D0%BE%D1%80%D0%B8%D1%82%D0%B8-%C2%AB%D1%81%D0%BE%D0%BD%D1%8F%D1%87%D0%BD%D0%B8%D0%B9%C2%BB-%D0%BF%D0%B0%D1%80%D0%BA-%D1%83-%D0%A7%D0%BE%D1%80%D0%BD%D0%BE%D0%B1%D0%B8%D0%BB%D1%96.htm,False
Enrego,Škoda Storyboard,New photovoltaic system for ŠKODA AUTO Service Centre in Kosmonosy,"Mladá Boleslav, 19 November 2020 – ŠKODA AUTO has collaborated with ČEZ Solarní, a subsidiary of energy services provider ČEZ ESCO,...",19 Nov 2020,https://www.skoda-storyboard.com/en/press-releases/new-photovoltaic-system-for-skoda-auto-service-centre-in-kosmonosy/,False
Enrego,Polarjournal,Commissioning of solar power plants in Chukotka,"The Russian company Hevel Energo Servis, which is responsible for the energy services business of the Hevel Group, has completed the...",17 Sept 2021,https://polarjournal.ch/en/2021/09/17/commissioning-of-solar-power-plants-in-chukotka/,True
Enrego,AzerNews,Kazakh solar power plant ups power generation,"Kapchagay solar power plant in Kazakhstan is increasing its electricity generation, the country's Samruk-Energo company told Trend.",6 Apr 2015,https://www.azernews.az/region/79954.html,True
Enrego,Ազատություն Ռադիոկայան,First Major Solar Plant Built In Armenia,"Armenia's first-ever major solar power plant went on stream on Friday, with a senior government official predicting the country's growing...",29 Sept 2017,https://www.azatutyun.am/a/28765060.html,True
Enrego,Balkan Green Energy News,Capital Group from Turkey sets EUR 300 million for solar projects,"Idris Fatih Şahin, owner of Capital Group AŞ from Istanbul, visited the Foreign Investment Promotion Agency (FIPA) with associates on 10...",11 Feb 2016,https://balkangreenenergynews.com/capital-group-from-turkey-sets-eur-300-million-for-solar-projects/,True
Enrego,Leine-On,Edmund Jansen: ENER:GO ist immaterielles UNESCO-Weltkulterbe,Die Genossenschaftsidee ist von der UNESCO zum immateriellen Weltkulturerbe der Menschheit ernannt worden.,29 Dec 2016,https://www.leine-on.de/wirtschaft/archiv-nachricht/edmund-jansen-energo-ist-immaterielles-unesco-weltkulterbe,False
Enrego,Pacific Standard,Why Millions of Chinese-Made Solar Panels Sat Unused in Southern California Warehouses for Years,A panic over renewable energy and billions in subsidies turned the world's biggest carbon emitter into the world's largest solar panel maker...,30 Jun 2015,https://psmag.com/environment/why-millions-of-chinese-made-solar-panels-sat-unused-in-southern-california-warehouses-for-years,False
